ADRESSE_ID;ID_REMAX;PRIX;ADRESSE;ODONYMES;NUM_APPARTEMENT;CODE_POSTAL;CODE_REGION;REGION;ARRONDISSEMENT;NUM_CIVIQUE
633;17991701;649500;51 Ch. du Canari;chemin;;J8N 6J7;J8N;;Val-des-Monts;51
635;28552720;309900;12661 Rue Edmond-Archambault;rue;;H1E 7K6;H1E;;Rivière-des-Prairies;12661
636;22869982;153000;6400 Boul. Milan;boulevard;101;J4Z 2B1;J4Z;;Brossard;6400
638;20289972;199900;126 Rue Daignault;rue;;J2W 2E6;J2W;Saint-Luc;Saint-Jean-sur-Richelieu;126
640;26672497;399800;6044 Av. De Lorimier;avenue;;H2G 2P3;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;6044
641;21546275;569000;320 Rue Beauport;rue;;H7E 4B8;H7E;Laval;Duvernay;320
642;23277636;379000;10176 Rue Rosario-Fortin;rue;;H1C 2K8;H1C;;Rivière-des-Prairies;10176
644;18451207;478800;618 Rue des Fauvettes;rue;;J4G 2K6;J4G;;Longueuil;618
1862;26369417;249900;973-977 Rue St-Joseph;rue;;J3G 4C6;J3G;;Beloeil;973-977
648;11086891;342000;1 Rue Édouard-Lalonde;rue;207;J7V 0H7;J7V;;Vaudreuil-Dorion;1
649;17363693;339000;6745 Rue de la Bataille;rue;;J5R 0K9;J5R;;La Prairie;6745
601;25055060;399000;980 Rue Bisaillon;rue;;J0B 1B0;J0B;;L'Avenir;980
602;11120581;258000;390 Rue St-Paul;rue;;J7C 2P4;J7C;;Blainville;390
603;11589915;110000;88 Rue Glendale;rue;;H7M 2B7;H7M;Laval;Vimont;88
604;23582705;99900;13 Rue du Ruisseau;rue;;J0V 1W0;J0V;;Saint-André-Avellin;13
605;14201845;379000;7470 Rue Sherbrooke O.;rue;403;H4B 1S5;H4B;;N.D.G.;7470
606;11992872;409000;3278 Rue Prieur E.;rue;;H1H 2K4;H1H;;Montréal-Nord;3278
607;27735580;329900;1035 Rue des Citadins S.;rue;;J2N 3G2;J2N;;Farnham;1035
609;14710845;255500;7610 Rue Suzanne-Giroux;rue;301;H1E 7A7;H1E;;Rivière-des-Prairies;7610
611;18585020;1750;334 Rue Notre-Dame E.;rue;202;H2Y 1C7;H2Y;Vieux-Montréal;Ville-Marie;334
553;23401245;749000;56 Boul. René-D'Anjou;boulevard;;J6Z 4N1;J6Z;;Lorraine;56
555;28380779;250000;2362 Rue d'Oxford;rue;;J4L 2M3;J4L;;Longueuil;2362
556;17176427;339000;435 Rue François;rue;;J3H 5X1;J3H;;Otterburn Park;435
557;19646565;149900;681 Boul. des Grives;boulevard;1;J9H 7B8;J9H;;Hull;681
560;17152479;112000;1121 Route 265;route;;G0S 1X0;G0S;;Parisville;1121
597;27091274;349900;1385 Rue de Calais;rue;;H7G 4H4;H7G;Laval;Duvernay;1385
558;28403485;799000;384 Crois. Arlington;croissant;;H9W 2K5;H9W;;Beaconsfield;384
588;28757275;599000;1000 Rue Ottawa;rue;2001;H3C 0P3;H3C;;Griffintown;1000
554;9995311;174000;2245 Ch. du Domaine;chemin;;J0T 2B0;J0T;;Saint-Adolphe-d'Howard;2245
599;19511729;299900;38 Mtée de l'Érablière;montée;;G3B 1V2;G3B;;Lac-Beauport;38
589;24722465;244500;815 Rue André-Garant;rue;;G6C 1S3;G6C;Lévis;Desjardins;815
552;19204760;379000;2839 Rue de Rouen;rue;;H2K 1N6;H2K;Central;Ville-Marie;2839
574;9642451;349900;4496 Rue Alexandre;rue;;J6W 5E4;J6W;;Terrebonne;4496
587;27604876;209500;1167 Boul. La Morille;boulevard;;G2K 2B3;G2K;;Neufchâtel-Est/Lebourgneuf;1167
590;25027591;224900;2323 Av. Chapdelaine;avenue;615;G1V 5B9;G1V;Cité-Universitaire;Sainte-Foy/Sillery/Cap-Rouge;2323
591;24804695;299900;2540 Rue de Port-Louis;rue;;G1M 3Y6;G1M;;Duberger/Les Saules;2540
608;23997117;307000;740 32e Avenue;32e avenue;102;H8T 0A4;H8T;;Lachine;740
567;21434527;314900;640 1re Avenue;1re avenue;;H1B 4R9;H1B;;Pointe-aux-Trembles;640
626;20959718;228000;5745 Boul. Chevrier;boulevard;3;J4Z 0G5;J4Z;;Brossard;5745
627;20008689;315000;80 Rue de la Cerisaie;rue;;J0B 1W0;J0B;;Sainte-Catherine-de-Hatley;80
630;10327417;199000;337-337A Rue Jeanne-Mance;rue;;J6T 4E8;J6T;;Salaberry-de-Valleyfield;337-337A
634;15541999;359000;11558 Boul. Ste-Colette;boulevard;;H1G 4T7;H1G;;Montréal-Nord;11558
596;23849157;329900;191 Rue des Plateaux;rue;;G5R 0B3;G5R;;Rivière-du-Loup;191
610;25201502;239000;180 Rue Monseigneur-F.-X.-Ross E.;rue;;G0C 1K0;G0C;;Chandler;180
559;17906536;339000;75 Place des Miliciens;place;;J5R 6G3;J5R;;La Prairie;75
561;18092256;1425;1045 Rue Wellington;rue;1404;H3C 1V6;H3C;;Griffintown;1045
653;9179876;349000;2796 Route 112;route;;J2M 1C5;J2M;;Shefford;2796
655;19602290;59000;223 6e Rang E.;6e rang;;G0R 3L0;G0R;;Sainte-Lucie-de-Beauregard;223
656;11094330;279500;830 Rue de la Volière;rue;;J2J 2W4;J2J;;Granby;830
657;23727190;299900;743 Rue Claudia;rue;;H7P 2Y1;H7P;Laval;Fabreville;743
658;27620764;370000;950 Rue Notre-Dame O.;rue;1045;H3C 0K3;H3C;;Griffintown;950
659;12378406;211300;Rue du Brévent;du;;G1B 2M4;G1B;Laurentides;Beauport;Rue
660;11854132;169900;1410 Boul. du Millénaire;boulevard;;J3N 1X2;J3N;;Saint-Basile-le-Grand;1410
661;9756375;374000;1872 Rue Beaucourt;rue;;H7M 2C2;H7M;Laval;Vimont;1872
662;22844482;199900;598 Ch. Réal;chemin;105;J0E 2K0;J0E;;Sutton;598
663;20667591;161500;41 Rue Simon-Lussier;rue;105;J7C 0R2;J7C;;Blainville;41
664;9744267;800;1228 Rue Daniel;rue;;J4J 3M7;J4J;;Longueuil;1228
665;15998027;229500;48 119e Avenue;119e avenue;;J2B 4C2;J2B;;Drummondville;48
666;24355006;296000;349 Boul. des Cépages;boulevard;401;H7A 0C9;H7A;Laval;Duvernay;349
667;22113973;244000;22-24 Boul. Magella-Laforest;boulevard;;G1C 2B1;G1C;Chutes-Montmorency;Beauport;22-24
668;25938815;315000;400 Place du Louvre;place;304;J7K 0T2;J7K;;Mascouche;400
669;17998864;274900;362 Rue Mercier;rue;;J5J 1V5;J5J;;Sainte-Sophie;362
670;20997217;265000;90 31e Avenue;31e avenue;;J6Z 3G9;J6Z;;Bois-des-Filion;90
671;24995077;239000;3900 Rue De Chambly;rue;;G9B 2G9;G9B;;Trois-Rivières-Ouest;3900
672;25407372;239900;710 Rue des Sureaux;rue;6;J4B 0C8;J4B;;Boucherville;710
673;24507629;199500;1015 Rue Paul-Émile-Barbe;rue;;J7R 7E1;J7R;;Deux-Montagnes;1015
674;15692634;159000;3915 Rue de St-Bruno;rue;;G9H 2H1;G9H;;Trois-Rivières-Ouest;3915
675;26476343;449000;3605 Rue Bombardier;rue;;J4Z 2M9;J4Z;;Brossard;3605
676;23394329;164900;310 Rue Massé;rue;;J2J 1V7;J2J;;Granby;310
677;9392582;196900;1841 Rue de Fontainebleau;rue;;J1G 0C6;J1G;Sherbrooke;Fleurimont;1841
678;26485489;4200;1200 Boul. De Maisonneuve O.;boulevard;10F;H3A 0A1;H3A;Mille Carré Doré;Ville-Marie;1200
679;20073516;140000;887 Rue Bellerive;rue;;J2X 2X3;J2X;Iberville;Saint-Jean-sur-Richelieu;887
680;9741553;189000;637 Rue Ste-Catherine;rue;;J2G 3V1;J2G;;Granby;637
682;26024060;305000;2 Rue Labrosse;rue;;J2W 2W2;J2W;Saint-Luc;Saint-Jean-sur-Richelieu;2
683;10925994;460000;2020 Rue du Centre;rue;201;H3K 1J3;H3K;;Pointe-Saint-Charles;2020
684;27431892;191500;2227 Rue Schulz;rue;402;J7Y 5B8;J7Y;Lafontaine;Saint-Jérôme;2227
686;21931455;274000;908 Rue des Hérons;rue;;J0H 1W0;J0H;;Saint-Pie;908
687;14188779;229900;671 Rue Jacques-Lavigne;rue;402;J7E 5W2;J7E;;Sainte-Thérèse;671
688;28729363;389000;32 Du Ruisseau;du;;J0E 2E0;J0E;;Saint-Étienne-de-Bolton;32
689;20787824;1350;7e Avenue;avenue;;H7R 4L2;H7R;;Laval-Ouest;7e
690;15231684;109900;162 Rue Pierre-Laporte;rue;;J8L 1W4;J8L;;Buckingham;162
691;20375189;290000;122 Rue Jolicoeur;rue;;J8Z 1C6;J8Z;;Hull;122
692;15158108;184900;364 Rue St-Jean;rue;;J2G 2H2;J2G;;Granby;364
693;18784128;1250;7e Avenue;avenue;;H7R 4L2;H7R;;Laval-Ouest;7e
694;23612942;279900;1000 Rue Sir-Wilfrid-Laurier;rue;;J0R 1T0;J0R;;Prévost;1000
695;24720245;399000;5101 Rue Perron;rue;;H8Z 2J5;H8Z;;Pierrefonds;5101
696;16868952;92000;7 Ch. du Sillage;chemin;;G0R 3S0;G0R;;Saint-Michel-de-Bellechasse;7
697;17951134;219900;149 Rue Lafortune;rue;;G0A 1N0;G0A;;Château-Richer;149
698;28019175;775000;620 Av. Outremont;avenue;;H2V 3M7;H2V;;Outremont;620
699;18857738;2300;1485 Rue St-Jacques;rue;5;H3C 6L7;H3C;;Saint-Henri/Petite bourgogne;1485
700;14110898;265000;278 Rue Newton;rue;;J5Y 3T2;J5Y;;Repentigny;278
650;25580572;395000;6060 Rue Sanscartier;rue;;H7H 2X6;H7H;Laval;Auteuil;6060
701;9599355;228500;98 Rue Pellan;rue;;G2G 1V5;G2G;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;98
654;22181645;289000;465 Rue des Artisans;rue;;G3A 2X7;G3A;;Saint-Augustin-de-Desmaures;465
651;26546957;189900;374 Rue Laure-Conan;rue;1;G7A 0P8;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;374
652;13446715;149000;230 Ch. Bernard;chemin;;J0B 1J0;J0B;;Bury;230
702;11617006;359000;6900 Av. d'Outremont;avenue;105;H3N 2L4;H3N;Parc-Extension;Villeray/Saint-Michel/Parc-Extension;6900
703;24803870;365000;6900 Av. d'Outremont;avenue;103;H3N 2L4;H3N;Parc-Extension;Villeray/Saint-Michel/Parc-Extension;6900
704;9974821;699000;3115 Rue Paul-Contant;rue;;H4K 2H5;H4K;;Saint-Laurent;3115
705;20726185;549900;509 Rue Sauvalle;rue;;H7X 3M9;H7X;Laval;Sainte-Dorothée;509
706;17230348;345000;6900 Av. d'Outremont;avenue;107;H3N 2L4;H3N;Parc-Extension;Villeray/Saint-Michel/Parc-Extension;6900
707;10682009;284900;36 Rue Miron;rue;;J8T 3S3;J8T;;Gatineau;36
708;18087872;329900;215 Rue Georges-VI;rue;;J6Y 1P1;J6Y;;Terrebonne;215
709;13405335;319900;40 Rue du Héron;rue;;J9A 2Z8;J9A;;Hull;40
710;17487728;269000;2019 Av. Charlemagne;avenue;1;H1W 0A7;H1W;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;2019
711;20642934;2650;350 Boul. De Maisonneuve O.;boulevard;2106;H3A 0B4;H3A;Central;Ville-Marie;350
712;13730805;265000;1111 Rue Bienville;rue;;H7H 2Z6;H7H;Laval;Auteuil;1111
713;21490155;575000;3449 Av. des Roseaux;avenue;;J6X 4T9;J6X;;Terrebonne;3449
714;18614386;185000;973 Ch. Duclos;chemin;;J0B 2P0;J0B;;Saint-Denis-de-Brompton;973
715;21541994;269000;3570 Boul. Pie-IX;boulevard;301;H7E 0B9;H7E;Laval;Duvernay;3570
716;28192445;210000;35 Rue de la Coudrière;rue;;J0B 1W0;J0B;;Sainte-Catherine-de-Hatley;35
717;24761966;299900;5 Rue Dumont;rue;;J7B 1G7;J7B;;Blainville;5
718;17978936;189000;1958 Rue Ste-Hélène;rue;4;J4K 3T3;J4K;;Longueuil;1958
719;12479474;599900;801Z Ch. St-Joseph;chemin;;J0K 3B0;J0K;;Saint-Michel-des-Saints;801Z
720;12290093;104900;16 Ch. McGee;chemin;;J0J 1J0;J0J;;Lacolle;16
721;25365483;449000;5814 Rue de Bordeaux;rue;301;H2G 2R4;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;5814
722;9183410;900;265 Boul. Thompson;boulevard;;H4N 1C2;H4N;;Saint-Laurent;265
723;22794767;369000;2078 Ch. Royal;chemin;;G0A 3P0;G0A;;Sainte-Famille-de-l'Île-d'Orléans;2078
724;27690975;239500;2064 Rue de Castellane;rue;;H7K 0A4;H7K;Laval;Vimont;2064
725;14678811;139900;150 Ch. Bélisle;chemin;;J0X 2G0;J0X;Luskville;Pontiac;150
726;9268072;420000;3 Rue Bayside;rue;;H9A 2C6;H9A;;Dollard-des-Ormeaux;3
727;23026517;399900;5619 Boul. Monk;boulevard;307;H4E 3G9;H4E;;Saint-Paul/Émard;5619
728;9451873;219900;138 Rue du Voilier;rue;;J8P 7Z2;J8P;;Gatineau;138
729;13372544;449000;1609 Ch. de Chambly;chemin;;J3L 0J6;J3L;;Carignan;1609
730;10974904;59500;844 Route Fraser;route;;G5X 2G9;G5X;;Beauceville;844
731;24009715;139000;560 Av. Nordique;avenue;;G1C 5T1;G1C;Saint-Michel;Beauport;560
732;28919261;249000;1063 9e Avenue;9e avenue;;H7R 4M4;H7R;Laval;Fabreville;1063
733;27643530;115000;85 Ch. Di Betta;chemin;;J0W 1E0;J0W;;Grand-Remous;85
734;26385974;359900;1334 Rue St-Camille;rue;;J5L 2K7;J5L;Bellefeuille;Saint-Jérôme;1334
735;9564775;345000;8342 Rue St-Denis;rue;;H2S 3E3;H2S;Villeray;Villeray/Saint-Michel/Parc-Extension;8342
736;20067232;294900;22 Rue Pelletier;rue;;J3N 1L1;J3N;;Saint-Basile-le-Grand;22
738;24642160;399900;5940 Rue Bergevin;rue;;J4Z 1Z2;J4Z;;Brossard;5940
739;19092028;419900;22 Ch. des Sources;chemin;;J8L 0G4;J8L;;L'Ange-Gardien;22
740;27021667;399000;3252 Rue Savard;rue;;H4K 1T8;H4K;;Saint-Laurent;3252
741;28807721;599900;7660 6e Avenue;6e avenue;;H2A 3G1;H2A;Villeray;Villeray/Saint-Michel/Parc-Extension;7660
742;16171645;419000;3706A Rue St-Hubert;rue;;H2L 4A2;H2L;;Plateau Mont-Royal;3706A
743;18202994;439800;181 Rue Goguet;rue;;H1A 4C5;H1A;;Pointe-aux-Trembles;181
744;13993169;529000;1107 Rue Thierry;rue;;H8N 2K6;H8N;;LaSalle;1107
745;27539279;860000;361 Côte Ste-Anne;côte;;G0A 3C0;G0A;;Sainte-Anne-de-Beaupré;361
746;27391015;175000;18 Ch. des Pionniers;chemin;;J8G 2T3;J8G;;Harrington;18
748;22176701;300000;918 Rue de Marseille;rue;;J3H 4N3;J3H;;Mont-Saint-Hilaire;918
749;9253354;599900;149 Rue Champêtre;rue;;J9H 6W4;J9H;;Parc Champlain;149
750;12891545;277000;333 1re Rue;1re rue;;J0J 1G0;J0J;;Saint-Paul-de-l'Île-aux-Noix;333
752;27048141;389000;480 Boul. de l'Ange-Gardien;boulevard;;J5W 1S8;J5W;;L'Assomption;480
753;11990619;179900;753 Ch. Lauzon;chemin;;J8L 2W9;J8L;;L'Ange-Gardien;753
737;12712795;135000;920 Route Marie-Victorin;route;;G0S 1G0;G0S;;Deschaillons-sur-Saint-Laurent;920
747;11571583;229000;25 Rue Maisonneuve;rue;;G5B 2R9;G5B;;Port-Cartier;25
754;24726976;350000;466Z Rue Marie-Perle;rue;;J3E 0A9;J3E;;Mont-Saint-Hilaire;466Z
756;14676119;405000;15 Rue Vivianne;rue;;J5A 2L8;J5A;;Saint-Constant;15
761;13320804;279000;140 Boul. Laval;boulevard;;H7S 2K2;H7S;Laval;Chomedey;140
763;17543958;125000;31 Ch. des Cèdres;chemin;;J8G 2T1;J8G;;Harrington;31
764;14879082;260000;5133 Rue des Ramiers;rue;;G1G 1L2;G1G;Orsainville;Charlesbourg;5133
765;13517347;459000;1345 Av. de Louisbourg;avenue;;G9H 1T3;G9H;Saint-Grégoire;Bécancour;1345
766;13625943;159900;3800 Rue des Hêtres;rue;;G8Y 1L7;G8Y;;Trois-Rivières;3800
767;16478810;1900;8589 Rue St-Denis;rue;;H2P 2H4;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;8589
785;19000686;167000;25 Rue du Cap-Barré;rue;;G0C 2L0;G0C;;Percé;25
772;12295534;159000;101 Rue St-Thomas;rue;;J0K 2B0;J0K;;Saint-Côme;101
773;28169895;409900;125 Rue Chabanel O.;rue;405;H2N 1E4;H2N;Montréal;Ahuntsic-Cartierville;125
774;15832622;700000;18 8e Avenue;8e avenue;;J7V 3M3;J7V;;Terrasse-Vaudreuil;18
775;23317738;184900;100 Rue de l'Azalée;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;100
776;18865436;159000;157 33e Avenue;33e avenue;;J0N 1G1;J0N;;Pointe-Calumet;157
777;24168180;250000;615 Rue Brouillette;rue;;J2T 2G4;J2T;Saint-Joseph;Saint-Hyacinthe;615
778;16727307;149900;30 Rue de la Falaise;rue;3;J8Z 3P1;J8Z;;Hull;30
779;9219272;264800;729 Rue Bourget;rue;575;H4C 2M6;H4C;;Saint-Henri/Petite bourgogne;729
780;15704029;249900;381Z-383Z Rue des Cèdres;rue;;J0T 2E0;J0T;;Entrelacs;381Z-383Z
781;21242672;467000;1350 Boul. D'Auteuil;boulevard;;H7E 3J3;H7E;Laval;Duvernay;1350
782;9491744;459900;404 Rue Justin;rue;;H7P 6C6;H7P;Laval;Fabreville;404
783;22812124;249000;2545 Rue de Bilbao;rue;;G2C 0E6;G2C;;Neufchâtel-Est/Lebourgneuf;2545
784;14942749;599000;5087 Av. Jeanne-d'Arc;avenue;;H1X 2E6;H1X;Vieux-Rosemont;Rosemont/La Petite-Patrie;5087
786;10806267;359900;817 Rue de Lausanne;rue;;H7K 3P7;H7K;Laval;Vimont;817
787;26040077;299000;989 Route des Rivières;route;304;G7A 0P6;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;989
788;22957222;399000;120 5e Boulevard;5e boulevard;;J7V 5L9;J7V;;Terrasse-Vaudreuil;120
789;16575767;299000;1230-1232 Rg St-Édouard;rang;;J0H 1R0;J0H;;Saint-Liboire;1230-1232
790;23885932;799000;1262 Ch. Régimbald;chemin;;J0T 2C0;J0T;;Saint-Donat;1262
791;26015713;768000;2548 Place du Carrousel;place;;J7T 0E3;J7T;;Saint-Lazare;2548
792;17703379;195000;80 Rue Carmen-Bienvenu;rue;;J3G 0J7;J3G;;Beloeil;80
793;28041769;399000;255 Rue de la Paix;rue;;J5Z 4Y6;J5Z;Le Gardeur;Repentigny;255
794;21272033;518000;18 Boul. des Hauts-Bois;boulevard;;J3E 3H8;J3E;;Sainte-Julie;18
795;13034191;329900;205 Rue Principale N.;rue;;J5B 1Y8;J5B;;Delson;205
796;27889857;199000;33 Av. de Dompierre;avenue;;J5R 6P5;J5R;;Candiac;33
798;9364121;529900;14130 Rue Guillaume-Alarie;rue;;J7J 0G4;J7J;Saint-Janvier;Mirabel;14130
799;17965001;149000;1495 Mtée Masson;montée;81;H7E 4P2;H7E;Laval;Duvernay;1495
800;24724447;199900;2021 Rue du Curé-Marcotte;rue;;G3G 1R7;G3G;Lac-Saint-Charles;La Haute-Saint-Charles;2021
801;10447246;185000;58 Rue Martineau;rue;;J8P 7Y9;J8P;;Gatineau;58
802;15381666;140000;985 Rue Cardinal-Roy;rue;;G8T 7G9;G8T;Cap-de-la-Madeleine;Trois-Rivières;985
803;15775605;268000;3444 Rue D'Iberville;rue;;H2K 3E2;H2K;;Plateau Mont-Royal;3444
804;28529843;379900;651 Rue de Strasbourg;rue;;G1X 3A2;G1X;Plateau;Sainte-Foy/Sillery/Cap-Rouge;651
805;24589683;248000;14389 Rue Jolicoeur;rue;301;H9H 5M5;H9H;;Pierrefonds;14389
759;16474598;169000;72 Rue René;rue;;J0K 2K0;J0K;;Saint-Damien;72
797;18406939;698000;6990 Boul. Gouin O.;boulevard;;H4K 1B5;H4K;Montréal;Ahuntsic-Cartierville;6990
771;23657750;295000;14 Rue J.-T.-Larochelle;rue;201;G6V 5X9;G6V;Lévis;Desjardins;14
806;15747271;99000;3825 Boul. Lévesque O.;boulevard;9;H7V 1G6;H7V;Laval;Chomedey;3825
807;18949728;568000;160 Ch. de la Rive-Boisée;chemin;205;H8Z 3L2;H8Z;;Pierrefonds;160
808;22731959;250000;27 Rue du Limousin;rue;;J7C 4M5;J7C;;Blainville;27
809;17326193;300000;150 Place Chevigny;place;203;J7E 0A3;J7E;;Sainte-Thérèse;150
810;13847238;349000;2403 Rue Lincourt;rue;;J4M 1R4;J4M;;Longueuil;2403
811;25250000;1150;Rue des Quatre-Saisons;des;;J1E 3E5;J1E;Sherbrooke;Fleurimont;Rue
812;14696508;275000;5950 Av. de Vinoy;avenue;115;G1H 7G8;G1H;Atrium;Charlesbourg;5950
813;12419342;269900;995 Rue Gérard-Morisset;rue;409;G1S 4S9;G1S;Saint-Sacrement;La Cité-Limoilou;995
814;15343561;425000;3677 Av. des Roseaux;avenue;;J6X 0A6;J6X;;Terrebonne;3677
815;28768549;5499000;134 Av. Duchastel;avenue;;H2V 3G1;H2V;;Outremont;134
816;14208766;17500;1470 Rue Palerme;rue;;J4W 3M5;J4W;;Brossard;1470
817;17030703;395000;399 Rue Toulouse;rue;;J3H 5X2;J3H;;Otterburn Park;399
818;24769107;379000;8635 Rue Lajeunesse;rue;827;H2P 0B5;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;8635
819;20477657;220000;520 Rue Racine;rue;;G2B 1G5;G2B;Loretteville;La Haute-Saint-Charles;520
820;27484526;235000;270 Rue de la Rivière;rue;;J5J 1B6;J5J;;Sainte-Sophie;270
821;15894687;369000;8635 Rue Lajeunesse;rue;619;H2P 0B5;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;8635
822;18458854;369000;340 Rue Ste-Madeleine;rue;4;H3K 0A5;H3K;;Pointe-Saint-Charles;340
823;12537675;339000;2453 Rue Sherbrooke E.;rue;2;H2K 1E8;H2K;;Plateau Mont-Royal;2453
824;27743484;359000;8635 Rue Lajeunesse;rue;118;H2P 0B5;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;8635
825;28781767;178500;5977 Rue des Pins-Gris;rue;;G3E 1R1;G3E;Saint-Émile;La Haute-Saint-Charles;5977
826;22212286;369000;8635 Rue Lajeunesse;rue;113;H2P 0B5;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;8635
827;16213779;329000;1003 Rue du Prince-Albert;rue;;G2L 1C1;G2L;;Charlesbourg Est;1003
828;28623362;350000;104 Rue Bernard;rue;;J0L 2K0;J0L;;Saint-Philippe;104
829;28360457;1250;869 Rue Valiquette;rue;;H4H 2E2;H4H;;Verdun;869
830;13368078;315000;77 Rue Meloche;rue;;J2H 0H1;J2H;;Granby;77
831;22373917;399000;1036 Av. Riel;avenue;;H7C 2M1;H7C;Laval;Saint-Vincent-de-Paul;1036
832;26474429;398000;461 Ch. du Quartier-du-Cerf;chemin;;J0K 2B0;J0K;;Saint-Côme;461
833;19612871;600000;3830 Rue Oslo;rue;;J4Y 2V1;J4Y;;Brossard;3830
835;15577878;989900;483 Ch. de la Pointe-aux-Anglais;chemin;;J0V 2B0;J0V;;Saint-Placide;483
836;22983006;219000;810 Route 343;route;;J0K 1W0;J0K;;Saint-Alphonse-Rodriguez;810
837;19589606;319900;5615 Place Perez;place;;J4W 1J9;J4W;;Brossard;5615
838;17626441;329000;5 Rue Vaillancourt;rue;;J7E 1T7;J7E;;Sainte-Thérèse;5
839;19645137;130000;178 Rue de la Colline;rue;;G5A 1A5;G5A;Charlevoix;La Malbaie;178
840;28878722;249900;410 Rue Simone-De Beauvoir;rue;;J3E 1B8;J3E;;Sainte-Julie;410
841;9699787;399500;4 Ch. du Domaine;chemin;;G3B 1K9;G3B;;Lac-Beauport;4
637;28218890;259000;1528 Route 203;route;;J0S 1G0;J0S;;Howick;1528
645;19583599;599000;1290 Rue Roland-Desmeules;rue;;G1X 4Y3;G1X;Cap-Rouge;Sainte-Foy/Sillery/Cap-Rouge;1290
646;15012800;360000;3701 Ch. Hemming;chemin;;J2B 7T5;J2B;;Drummondville;3701
647;22622568;539900;78 43e Avenue;43e avenue;;J7P 3E2;J7P;;Saint-Eustache;78
842;25420056;259000;25 Rue Claudine;rue;;J3P 5W9;J3P;Sorel;Sorel-Tracy;25
843;20201380;279000;134 Ch. du Contour-du-Lac-à-Beauce;chemin;;G9X 3N8;G9X;;La Tuque;134
844;15096248;189900;36 Boul. Tessier;boulevard;;J8H 4N1;J8H;;Lachute;36
845;22139030;2500;253 Rue de Champs;rue;;J4B 6E4;J4B;;Boucherville;253
846;18937785;249000;12 Rg du Brûlé;rang;;G3H 1B4;G3H;;Pont-Rouge;12
847;19009957;89500;1758 4e Rang;4e rang;;G0X 3H0;G0X;;Saint-Tite;1758
848;20231175;1650;67 Ch. du Sommet O.;chemin;;G5N 1V4;G5N;Saint-Pie X;Rimouski;67
849;26782349;224500;8525 Boul. Cloutier;boulevard;405;G1G 0A6;G1G;;Charlesbourg Ouest;8525
850;17651615;299000;1499 Rue Thomas-Valiquet;rue;;J0L 1C0;J0L;;Contrecoeur;1499
851;25786179;189900;1 Rue Thomas-Dennis;rue;;J7V 7P2;J7V;;Notre-Dame-de-l'Île-Perrot;1
852;19213882;389000;977 Rue du Mica;rue;;G6Z 3B3;G6Z;Saint-Jean-Chrysostome;Les Chutes-de-la-Chaudière-Est;977
639;24459365;239000;14540 Rue Sherbrooke E.;rue;4;H1A 5T8;H1A;;Pointe-aux-Trembles;14540
834;9173234;287500;576 3e Rang;3e rang;;G8N 1M7;G8N;;Hébertville;576
853;26002221;629000;21 Rapide-Blanc-Station;rapide-blanc-station;;G0X 1R0;G0X;;Rapide-Blanc;21
854;26250199;237700;405 Rue de l'Orme;rue;;J5J 2M9;J5J;;Sainte-Sophie;405
855;12114961;243900;80 Rue de l'Amitié;rue;;J0H 1S0;J0H;;Sainte-Madeleine;80
856;18703611;199000;1058 Rue Talbot;rue;;G0S 1Z0;G0S;;Saint-Agapit;1058
857;11689721;779000;7878 Av. Henri-Julien;avenue;;H2R 2B7;H2R;Villeray;Villeray/Saint-Michel/Parc-Extension;7878
858;25248469;289000;3062 Rue Mathieu;rue;;J4L 4C1;J4L;;Longueuil;3062
859;26485944;168900;9 Rue Gratton;rue;;J0X 1Z0;J0X;;Lac-Sainte-Marie;9
860;14671999;475000;26 Rue de Tyrone;rue;;G3S 1L1;G3S;;Shannon;26
861;16607704;324900;141 Rg Bisson;rang;;J0V 1Y0;J0V;;Saint-Émile-de-Suffolk;141
862;19432973;1888000;43 Rue Dumas;rue;;J5R 6K6;J5R;;Candiac;43
863;17506700;179900;1566 4e Avenue;4e avenue;;G1J 3C1;G1J;Vieux Limoilou;La Cité-Limoilou;1566
864;22950283;1900;2350 Rue Wilfrid-Reid;rue;301;H4R 0N4;H4R;;Saint-Laurent;2350
865;17944247;249900;509 Rue Jacques-Verret;rue;;G3G 1S3;G3G;Lac-Saint-Charles;La Haute-Saint-Charles;509
866;14833539;329900;956 Rue Chaumont;rue;;J3L 3A2;J3L;;Chambly;956
867;19812664;529000;2258 Rue St-Clément;rue;;H1V 3G3;H1V;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;2258
868;21148701;182900;1190 8e Avenue;8e avenue;;G5Y 5X4;G5Y;Beauce;Saint-Georges;1190
